card_id,card_index,card_brand,card_type,has_chip,cards_issued,credit_limit,year_pin_last_changed,card_on_dark_web,expire_month,expire_year,opening_month,opening_year,user_id,card_last4
1777,0,Visa,Credit,YES,1,11900.0,2014,No,04,2022,02,2010,596,8035
1778,1,Visa,Credit,NO,2,2000.0,2010,No,12,2018,07,2010,596,7917
1779,2,Mastercard,Debit,YES,2,12827.0,2014,No,09,2023,08,2014,596,0274
1780,3,Mastercard,Credit,YES,1,10800.0,2012,No,09,2010,04,2008,596,9136
1781,4,Visa,Debit,YES,1,8400.0,2008,No,06,2021,06,2007,596,7400
1782,5,Visa,Credit,YES,2,6700.0,2011,No,10,2011,08,2011,596,8080
1783,0,Mastercard,Debit,YES,2,13417.0,2008,No,10,2021,01,2008,597,2130
1784,0,Visa,Debit (Prepaid),YES,2,60.0,2009,No,10,2021,04,2008,598,2883
1785,1,Visa,Credit,YES,1,10300.0,2016,No,03,2021,05,2003,598,5018
1786,2,Amex,Credit,YES,2,4900.0,2020,No,06,2021,02,2020,598,6517
1787,0,Visa,Debit,YES,2,9073.0,2012,No,12,2015,08,2008,599,2471
1788,1,Visa,Debit,YES,2,19635.0,2018,No,07,2023,05,2007,599,1552
1789,2,Visa,Debit,YES,1,21207.0,2007,No,02,2020,02,2007,599,8054
1790,3,Visa,Credit,YES,1,14000.0,2008,No,12,2023,10,2002,599,4457
1791,4,Discover,Credit,NO,1,14400.0,2011,No,11,2012,09,2003,599,3081
1792,0,Mastercard,Debit (Prepaid),YES,1,72.0,2020,No,06,2020,02,2020,600,1767
1793,1,Visa,Credit,YES,1,24600.0,2011,No,01,2021,01,2007,600,3777
1794,2,Mastercard,Debit,YES,1,43289.0,2017,No,05,2022,05,2005,600,3691
1795,3,Mastercard,Debit,YES,2,16475.0,2009,No,02,2024,04,2008,600,5315
1796,4,Amex,Credit,NO,2,14600.0,2015,No,10,2023,01,2015,600,1258
1797,0,Mastercard,Debit (Prepaid),YES,2,28.0,2020,No,01,2020,01,2020,601,1891
1798,0,Mastercard,Credit,NO,1,12600.0,2012,No,12,2022,09,2010,602,3417
1799,1,Mastercard,Debit,YES,2,15416.0,2014,No,01,2017,01,2006,602,0111
1800,2,Amex,Credit,YES,2,7100.0,2018,No,02,2020,08,2018,602,8381
1801,3,Visa,Credit,YES,2,16200.0,2013,No,05,2023,04,2008,602,5040
1802,0,Mastercard,Debit,YES,1,17689.0,2006,No,02,2020,11,2006,603,6662
1803,1,Mastercard,Debit,NO,1,18090.0,2013,No,11,2020,02,2013,603,3524
1804,2,Visa,Debit,NO,1,16080.0,2018,No,09,2024,07,2018,603,3087
1805,3,Mastercard,Debit,NO,1,17599.0,2016,No,08,2024,05,2016,603,6302
1806,0,Mastercard,Debit,YES,2,12224.0,2006,No,11,2023,12,2005,604,3248
1807,0,Mastercard,Debit,YES,1,8998.0,2020,No,09,2024,01,2020,605,6203
1808,1,Mastercard,Debit,YES,2,10726.0,2014,No,09,2024,06,2014,605,2413
1809,2,Visa,Credit,YES,1,6300.0,2020,No,02,2020,02,2020,605,9532
1810,3,Discover,Credit,YES,2,4400.0,2015,No,01,2020,03,2015,605,1156
1811,0,Mastercard,Debit,YES,2,18089.0,2013,No,03,2020,12,2005,606,9906
1812,1,Mastercard,Debit,YES,1,10683.0,2009,No,04,2020,03,2006,606,1434
1813,2,Visa,Credit,YES,1,14600.0,2014,No,05,2021,07,2014,606,9385
1814,3,Mastercard,Debit (Prepaid),YES,1,94.0,2018,No,01,2019,01,2018,606,7073
1815,4,Mastercard,Debit,YES,1,27308.0,2014,No,08,2024,02,2014,606,3520
1816,5,Visa,Credit,YES,1,17900.0,2008,No,01,2022,07,2008,606,1829
1817,0,Visa,Debit,YES,1,26410.0,2011,No,12,2022,05,2008,607,1819
1818,1,Visa,Credit,YES,2,28600.0,2011,No,10,2011,07,2005,607,1992
1819,2,Mastercard,Debit,YES,2,41057.0,2010,No,10,2019,03,2006,607,1784
1820,3,Visa,Debit,YES,2,3864.0,2015,No,08,2012,05,2010,607,2564
1821,0,Amex,Credit,YES,1,8400.0,2020,No,06,2022,02,2020,608,9170
1822,1,Visa,Debit,YES,1,5024.0,2012,No,05,2022,12,2011,608,7569
1823,2,Visa,Debit,YES,2,10607.0,2020,No,09,2023,02,2020,608,2401
1824,3,Visa,Credit,YES,1,0.0,2012,No,12,2017,10,2012,608,6234
1825,0,Mastercard,Credit,YES,2,10500.0,2014,No,09,2015,08,2014,609,2696
1826,0,Mastercard,Debit,YES,2,19185.0,2020,No,12,2021,01,2020,610,9666
1827,0,Visa,Credit,NO,2,7100.0,2011,No,05,2020,01,2008,611,7396
1828,1,Mastercard,Credit,YES,1,4000.0,2014,No,08,2014,05,2014,611,5874
1829,2,Mastercard,Debit,NO,2,12708.0,2008,No,08,2023,06,2008,611,8528
1830,0,Amex,Credit,YES,2,4400.0,2016,No,02,2022,01,2016,612,6039
1831,1,Visa,Debit,YES,1,16017.0,2013,No,01,2020,05,2013,612,0231
1832,0,Mastercard,Debit,YES,2,2066.0,2020,No,08,2024,01,2020,613,9935
1833,0,Mastercard,Debit,YES,1,16320.0,2011,No,05,2020,12,2011,614,7580
1834,1,Visa,Debit,YES,2,13060.0,2012,No,12,2023,08,2012,614,5194
1835,2,Amex,Credit,YES,2,8900.0,2015,No,03,2022,02,2008,614,4948
1836,3,Visa,Debit,YES,2,10517.0,2014,No,06,2021,08,2010,614,0870
1837,4,Mastercard,Debit,NO,2,13245.0,2012,No,12,2024,06,2010,614,4639
1838,0,Mastercard,Debit (Prepaid),YES,1,90.0,2009,No,01,2023,11,2002,615,9122
1839,1,Mastercard,Debit (Prepaid),YES,1,72.0,2018,No,12,2023,04,2018,615,7462
1840,2,Visa,Debit,YES,1,18280.0,2011,No,04,2013,05,2008,615,9554
1841,3,Mastercard,Credit,NO,1,13600.0,2012,No,11,2021,04,2003,615,0935
1842,0,Visa,Debit,YES,1,12778.0,2010,No,05,2021,05,2005,616,7941
1843,1,Mastercard,Debit,YES,1,12917.0,2013,No,07,2021,07,2013,616,0030
1844,2,Mastercard,Credit,YES,2,6000.0,2010,No,08,2007,01,2004,616,7416
1845,3,Visa,Debit,YES,2,8874.0,2012,No,06,2023,06,2002,616,8284
1846,4,Visa,Debit,YES,2,4322.0,2013,No,09,2015,07,2009,616,6002
1847,5,Mastercard,Debit,YES,1,9219.0,2008,No,05,2024,07,2005,616,9951
1848,6,Mastercard,Debit,YES,1,6088.0,2005,No,09,2021,11,2001,616,1861
1849,0,Amex,Credit,YES,2,20800.0,2020,No,01,2022,02,2020,617,5697
1850,1,Visa,Credit,YES,2,12700.0,2020,No,11,2020,02,2020,617,4984
1851,2,Visa,Debit (Prepaid),YES,2,76.0,2020,No,02,2020,02,2020,617,8696
1852,0,Mastercard,Debit,YES,2,12760.0,2009,No,04,2012,06,2007,618,0211
1853,1,Discover,Credit,YES,1,3600.0,2014,No,09,2021,10,2014,618,9126
1854,2,Mastercard,Debit,NO,2,15894.0,2010,No,09,2023,06,2010,618,7205
1855,0,Visa,Credit,YES,2,11500.0,2020,No,09,2020,02,2020,619,5615
1856,1,Visa,Debit,YES,2,21439.0,2017,No,08,2023,10,2017,619,8675
1857,0,Mastercard,Debit,YES,1,32165.0,2014,No,10,2018,11,2006,620,5905
1858,1,Mastercard,Debit,YES,2,12346.0,2006,No,09,2024,07,1998,620,9846
1859,0,Mastercard,Credit,YES,2,13500.0,2014,No,10,2021,06,2004,621,0628
1860,1,Visa,Credit,YES,2,12700.0,2014,No,07,2023,03,2014,621,2522
1861,2,Visa,Debit,YES,1,29335.0,2020,No,01,2024,02,2020,621,3131
1862,0,Visa,Debit,YES,1,16962.0,2010,No,07,2023,05,2005,622,0410
1863,1,Mastercard,Debit,YES,2,17007.0,2009,No,05,2007,06,2006,622,7794
1864,0,Mastercard,Debit,YES,1,43673.0,2011,No,02,2021,07,2010,623,3147
1865,1,Mastercard,Debit,YES,1,43973.0,2017,No,02,2020,12,2017,623,7025
1866,2,Mastercard,Debit,YES,1,28069.0,2015,No,05,2018,08,2015,623,6083
1867,3,Mastercard,Debit,YES,1,30366.0,2009,No,11,2023,10,2009,623,8586
1868,0,Visa,Debit,YES,2,1241.0,2014,No,05,2020,04,2005,624,0532
1869,0,Mastercard,Debit (Prepaid),YES,1,70.0,2010,No,01,2020,04,2010,625,9405
1870,1,Visa,Debit,YES,1,60610.0,2008,No,08,2022,03,2008,625,9951
1871,2,Mastercard,Debit,YES,1,50961.0,2010,No,05,2022,08,2008,625,0052
1872,3,Visa,Debit,YES,1,31896.0,2014,No,10,2020,08,2014,625,7010
1873,4,Amex,Credit,YES,1,30500.0,2007,No,10,2013,10,2006,625,2355
1874,5,Amex,Credit,YES,2,19300.0,2010,No,10,2015,11,2010,625,2368
1875,6,Mastercard,Credit,YES,1,24600.0,2013,No,06,2006,02,2003,625,4499
1876,0,Amex,Credit,YES,1,15700.0,2013,No,07,2016,05,2007,626,9414
1877,1,Visa,Debit (Prepaid),YES,2,22.0,2016,No,08,2022,10,1999,626,7738
1878,2,Visa,Credit,YES,1,3100.0,2011,No,05,2007,03,2004,626,3948
1879,3,Visa,Debit,YES,1,42241.0,2012,No,04,2019,06,2011,626,4020
1880,4,Visa,Debit,YES,1,25497.0,2012,No,07,2020,12,2000,626,9970
1881,5,Mastercard,Debit,YES,1,28188.0,2020,No,02,2020,02,2020,626,1546
1882,6,Visa,Credit,NO,2,14300.0,2012,No,04,2020,03,2005,626,2282
1883,0,Mastercard,Debit,YES,2,12035.0,2020,No,11,2020,01,2020,627,1845
1884,0,Mastercard,Credit,YES,2,10800.0,2020,No,02,2020,02,2020,628,5674
1885,1,Mastercard,Debit,NO,1,16332.0,2016,No,05,2020,04,2016,628,1933
1886,0,Visa,Debit,YES,2,6724.0,2011,No,12,2021,10,2009,629,9730
1887,1,Mastercard,Debit,YES,2,20933.0,2014,No,12,2023,06,2000,629,2564
1888,0,Mastercard,Debit,YES,1,25253.0,2008,No,08,2020,03,2008,630,0314
1889,1,Visa,Debit,YES,2,13202.0,2011,No,04,2021,02,2011,630,2339
1890,2,Mastercard,Debit (Prepaid),YES,2,78.0,2015,No,03,2020,03,2015,630,1099
1891,3,Mastercard,Debit,YES,1,16441.0,2008,No,01,2021,05,2005,630,8753
1892,0,Mastercard,Credit,YES,2,7200.0,2020,No,02,2021,01,2020,631,7901
1893,0,Mastercard,Debit,YES,1,8342.0,2009,No,09,2023,09,2007,632,8627
1894,1,Mastercard,Credit,YES,2,5700.0,2020,No,09,2021,01,2020,632,0491
1895,0,Visa,Credit,YES,1,14300.0,2010,No,03,2020,04,2010,633,8983
1896,1,Visa,Debit,NO,1,17252.0,2013,No,06,2024,04,2013,633,0749
1897,2,Mastercard,Credit,YES,1,11900.0,2012,No,07,2023,09,2009,633,5208
1898,0,Mastercard,Debit,YES,1,10445.0,2010,No,01,2022,08,2010,634,2494
1899,1,Mastercard,Debit (Prepaid),YES,1,73.0,2010,No,05,2011,08,2010,634,2418
1900,2,Visa,Debit,YES,1,17319.0,2010,No,05,2022,09,2008,634,9238
1901,0,Visa,Credit,YES,2,9400.0,2016,No,02,2020,11,2016,635,4335
1902,1,Discover,Credit,YES,2,8900.0,2014,No,04,2015,05,2011,635,4370
1903,2,Mastercard,Debit,YES,2,9324.0,2009,No,04,2021,11,2008,635,2955
1904,3,Visa,Debit,YES,2,8834.0,2017,No,01,2024,07,2008,635,8418
1905,4,Mastercard,Debit,YES,1,8304.0,2013,No,05,2022,05,2009,635,9617
1906,5,Visa,Credit,YES,1,10900.0,2009,No,07,2023,06,2009,635,5937
1907,0,Visa,Credit,YES,2,9300.0,2006,No,03,2014,02,2000,636,8698
1908,1,Mastercard,Debit,YES,1,10946.0,2012,No,09,2012,05,2012,636,5322
1909,0,Mastercard,Debit,YES,2,24576.0,2020,No,02,2020,02,2020,637,6124
1910,0,Visa,Credit,YES,2,12500.0,2013,No,10,2017,09,2007,638,7717
1911,1,Mastercard,Debit (Prepaid),YES,2,40.0,2009,No,01,2024,08,2008,638,1008
1912,2,Mastercard,Debit,YES,2,21408.0,2015,No,11,2024,08,2010,638,7052
1913,0,Mastercard,Debit,NO,1,9433.0,2009,No,02,2020,02,2004,639,2676
1914,1,Amex,Credit,YES,2,7400.0,2006,No,11,2020,06,2004,639,2151
1915,0,Mastercard,Debit,YES,1,34858.0,2020,No,02,2020,02,2020,640,5107
1916,1,Visa,Debit,NO,1,28147.0,2020,No,02,2020,02,2020,640,8425
1917,0,Mastercard,Debit,YES,1,13857.0,2020,No,08,2022,01,2020,641,6333
1918,1,Mastercard,Debit,YES,2,10236.0,2020,No,09,2021,02,2020,641,9496
1919,0,Mastercard,Credit,YES,1,15700.0,2010,No,04,2024,07,2006,642,6885
1920,1,Mastercard,Debit,YES,2,25080.0,2012,No,05,2021,01,2007,642,4732
1921,2,Mastercard,Debit,YES,2,31604.0,2014,No,06,2012,04,2008,642,1502
1922,3,Mastercard,Credit,YES,2,5600.0,2013,No,10,2015,07,2013,642,2855
1923,4,Mastercard,Debit,YES,1,16220.0,2014,No,03,2022,11,2014,642,9035
1924,5,Mastercard,Debit,YES,1,44568.0,2011,No,11,2021,05,2009,642,3910
1925,6,Mastercard,Credit,YES,2,12500.0,2009,No,07,2012,01,2009,642,3274
1926,7,Mastercard,Credit,YES,2,12200.0,2009,No,04,2015,09,2009,642,9032
1927,0,Visa,Debit,YES,2,27220.0,2020,No,06,2021,02,2020,643,1768
1928,1,Mastercard,Debit,YES,2,14303.0,2020,No,12,2024,02,2020,643,7737
1929,0,Visa,Debit,YES,2,10289.0,2013,No,08,2020,06,2013,644,6826
1930,1,Mastercard,Debit,YES,2,10618.0,2009,No,06,2019,02,2009,644,4995
1931,2,Mastercard,Debit,YES,2,10909.0,2009,No,05,2010,06,2009,644,9376
1932,0,Visa,Debit,YES,2,31554.0,2010,No,02,2023,02,2010,645,6728
1933,0,Visa,Debit,YES,1,35148.0,2020,No,02,2020,01,2020,646,7286
1934,1,Mastercard,Debit,YES,2,35968.0,2012,No,02,2020,07,2012,646,1462
1935,2,Amex,Credit,YES,1,30900.0,2016,No,07,2022,05,2010,646,0440
1936,0,Visa,Debit,YES,1,22122.0,2015,No,12,2017,10,2015,647,7744
1937,1,Mastercard,Debit,YES,1,21240.0,2006,No,01,2023,09,2004,647,2881
1938,2,Visa,Debit,YES,2,33181.0,2013,No,07,2023,09,2013,647,4504
1939,3,Visa,Credit,YES,2,13900.0,2008,No,11,2016,06,2008,647,3251
1940,0,Visa,Debit,YES,2,18316.0,2017,No,12,2018,04,2017,648,4976
1941,1,Visa,Debit,YES,1,14858.0,2016,No,05,2024,06,2016,648,1852
1942,2,Visa,Debit,YES,1,21414.0,2008,No,10,2022,11,2007,648,6165
1943,3,Discover,Credit,YES,1,14900.0,2010,No,07,2021,09,2010,648,5670
1944,4,Mastercard,Debit,YES,1,12992.0,2015,No,06,2020,07,2007,648,8610
1945,0,Mastercard,Credit,YES,1,8300.0,2013,No,02,2020,08,2008,649,5508
1946,1,Mastercard,Debit (Prepaid),YES,1,56.0,2008,No,04,2011,03,2004,649,0437
1947,2,Visa,Debit,YES,2,5283.0,2010,No,09,2023,03,2008,649,7245
1948,3,Discover,Credit,YES,2,10600.0,2008,No,03,2012,03,2005,649,0778
1949,0,Mastercard,Debit,YES,1,5158.0,2020,No,03,2023,01,2020,650,5934
1950,0,Visa,Debit,YES,1,30320.0,2018,No,02,2021,08,2018,651,0471
1951,1,Mastercard,Credit,YES,1,14200.0,2011,No,11,2022,02,2008,651,5414
1952,2,Visa,Debit,YES,1,28911.0,2011,No,03,2021,04,2004,651,4983
1953,0,Mastercard,Debit,YES,2,65185.0,2020,No,04,2023,02,2020,652,5808
1954,1,Mastercard,Debit,YES,1,36570.0,2019,No,08,2022,12,2019,652,9411
1955,0,Mastercard,Debit,YES,1,14138.0,2011,No,12,2006,12,2006,653,6166
1956,0,Visa,Debit,YES,1,21752.0,2020,No,06,2020,02,2020,654,3650
1957,1,Visa,Debit,YES,2,23137.0,2020,No,06,2020,01,2020,654,7340
1958,0,Visa,Debit,YES,1,32808.0,2012,No,01,2021,11,2006,655,5351
1959,0,Mastercard,Debit,NO,1,29674.0,2020,No,02,2020,01,2020,656,0885
1960,0,Visa,Credit,YES,2,24300.0,2007,No,10,2021,10,2003,657,3107
1961,0,Visa,Debit,YES,2,17280.0,2014,No,01,2024,11,2003,658,4257
1962,1,Visa,Debit,YES,2,4660.0,2013,No,11,2022,08,2010,658,2211
1963,2,Mastercard,Debit,YES,2,12557.0,2013,No,03,2011,01,2008,658,2898
1964,0,Visa,Debit,YES,2,49425.0,2014,No,03,2024,11,2014,659,6411
1965,1,Mastercard,Debit,YES,1,47330.0,2013,No,02,2024,07,2013,659,9559
1966,2,Mastercard,Debit,YES,2,50774.0,2012,No,02,2020,07,2012,659,2208
1967,3,Amex,Credit,YES,1,22800.0,2008,No,12,2022,03,2008,659,9868
1968,4,Mastercard,Debit,YES,2,75640.0,2009,No,12,2009,11,2003,659,1630
1969,5,Visa,Debit,YES,1,65540.0,2012,No,12,2024,05,2007,659,7220
1970,0,Visa,Debit,YES,2,16998.0,2020,No,09,2023,02,2020,660,9764
1971,0,Visa,Credit,YES,2,12300.0,2020,No,02,2023,01,2020,661,3284
1972,1,Visa,Credit,NO,1,17100.0,2020,No,05,2021,02,2020,661,0879
1973,0,Mastercard,Debit,YES,2,23039.0,2010,No,02,2020,01,2010,662,9023
1974,1,Mastercard,Debit,YES,1,17795.0,2012,No,04,2023,01,2012,662,5392
1975,2,Mastercard,Credit,YES,2,9000.0,2011,No,12,2022,03,2009,662,7314
1976,3,Visa,Debit,YES,1,14424.0,2010,No,05,2008,11,2007,662,0735
1977,4,Visa,Credit,YES,2,5700.0,2011,No,08,2022,07,2009,662,5505
1978,5,Mastercard,Debit,NO,1,14626.0,2014,No,12,2014,07,2014,662,7223
1979,0,Visa,Credit,YES,1,200.0,2012,No,01,2023,02,2012,663,2009
1980,1,Mastercard,Debit,YES,1,282.0,2009,No,07,2021,12,2007,663,8885
1981,2,Mastercard,Debit,YES,2,350.0,2011,No,12,2019,03,2005,663,8995
1982,0,Mastercard,Debit,NO,2,42537.0,2010,No,08,2020,09,2010,664,8537
1983,1,Visa,Debit,YES,1,21073.0,2011,No,05,2021,11,2007,664,7253
1984,0,Amex,Credit,YES,1,14600.0,2020,No,05,2022,02,2020,665,0025
1985,1,Mastercard,Debit,YES,2,10722.0,2020,No,10,2024,02,2020,665,7284
1986,0,Visa,Debit,NO,2,27618.0,2020,No,02,2024,02,2020,666,9908
1987,1,Mastercard,Debit,YES,1,27180.0,2011,No,04,2020,09,2011,666,0717
1988,0,Mastercard,Debit,YES,2,10522.0,2020,No,01,2020,01,2020,667,9760
1989,0,Mastercard,Debit,NO,2,18555.0,2011,No,04,2020,11,2002,668,2587
1990,1,Mastercard,Debit,NO,1,16746.0,2012,No,11,2020,07,2012,668,1392
1991,2,Mastercard,Debit,YES,1,15974.0,2013,No,02,2018,09,2013,668,5059
1992,0,Mastercard,Debit,YES,2,17417.0,2009,No,11,2024,05,2008,669,6723
1993,1,Visa,Debit,YES,2,519.0,2020,No,05,2022,02,2020,669,6841
1994,0,Mastercard,Credit,YES,1,11500.0,2013,No,07,2009,12,2005,670,9052
1995,1,Visa,Credit,YES,1,10100.0,2011,No,08,2022,07,2010,670,7881
1996,2,Mastercard,Debit,YES,2,26174.0,2011,No,08,2014,10,2010,670,7942
1997,3,Visa,Credit,YES,2,16400.0,2011,No,02,2024,03,2001,670,2581
1998,0,Visa,Credit,YES,1,8000.0,2020,No,09,2020,02,2020,671,0504
1999,1,Visa,Credit,YES,2,9800.0,2020,No,11,2021,01,2020,671,5626
2000,2,Mastercard,Debit,YES,1,24645.0,2015,No,09,2021,02,2015,671,3547
2001,3,Visa,Debit,YES,2,14805.0,2018,No,12,2018,12,2018,671,7785
2002,0,Visa,Credit,NO,1,3100.0,2006,No,01,2019,09,2006,672,2523
2003,0,Mastercard,Debit,YES,2,6710.0,2013,No,03,2024,04,2005,673,1167
2004,1,Mastercard,Debit,YES,2,7176.0,2012,No,03,2018,06,2002,673,6738
2005,2,Visa,Credit,YES,2,8000.0,2008,No,08,2021,03,2003,673,9954
2006,0,Mastercard,Debit (Prepaid),YES,2,64.0,2006,No,09,2024,03,2001,674,6475
2007,0,Visa,Credit,YES,2,16400.0,2009,No,09,2022,07,2009,675,8876
2008,1,Mastercard,Debit,YES,2,2536.0,2008,No,10,2022,09,2008,675,8085
2009,2,Mastercard,Debit,YES,1,30403.0,2014,No,11,2023,02,2009,675,6027
2010,3,Mastercard,Debit,NO,1,32636.0,2016,No,02,2024,09,2006,675,8028
2011,4,Mastercard,Debit,YES,2,2536.0,2009,No,09,2020,05,2009,675,9713
2012,0,Mastercard,Debit,YES,2,23072.0,2016,No,02,2020,05,2016,676,7039
2013,1,Mastercard,Debit,YES,1,20881.0,2014,No,06,2022,11,2014,676,0173
2014,0,Visa,Debit,YES,1,12325.0,2009,No,01,2021,05,2009,677,2954
2015,1,Visa,Debit (Prepaid),YES,1,47.0,2013,No,09,2022,01,2004,677,5308
2016,2,Visa,Debit,YES,2,3433.0,2007,No,11,2020,05,2007,677,8396
2017,0,Visa,Credit,YES,1,16900.0,2014,No,05,2024,06,2005,678,8594
2018,1,Visa,Debit (Prepaid),YES,2,31.0,2013,No,01,2021,10,2005,678,4061
2019,2,Visa,Credit,YES,2,17700.0,2011,No,02,2024,12,2008,678,8522
2020,3,Mastercard,Debit,NO,1,23995.0,2014,No,11,2016,10,2014,678,9221
2021,4,Visa,Credit,YES,1,16900.0,2010,No,12,2024,05,2010,678,6622
2022,0,Mastercard,Debit (Prepaid),NO,1,60.0,2012,No,07,2013,11,2012,679,0522
2023,1,Visa,Credit,YES,1,7000.0,2020,No,01,2023,01,2020,679,7234
2024,2,Mastercard,Debit,YES,2,7139.0,2020,No,03,2023,01,2020,679,5159
2025,3,Discover,Credit,YES,2,5200.0,2011,No,03,2024,07,2011,679,7188
2026,4,Mastercard,Debit,YES,1,10199.0,2020,No,09,2021,01,2020,679,2703
2027,5,Mastercard,Credit,YES,1,9800.0,2009,No,02,2024,09,2009,679,5520
2028,0,Mastercard,Debit,YES,2,21417.0,2010,No,05,2021,11,2010,680,4357
2029,1,Mastercard,Credit,YES,1,14600.0,2018,No,07,2023,05,2011,680,5905
2030,2,Visa,Debit,NO,2,23898.0,2011,No,05,2023,08,2011,680,2780
2031,3,Mastercard,Credit,YES,2,18200.0,2008,No,11,2007,06,2007,680,9488
2032,0,Mastercard,Debit,YES,2,16034.0,2010,No,05,2022,05,2010,681,3413
2033,1,Mastercard,Debit,YES,2,24775.0,2010,No,03,2022,03,2004,681,3227
2034,2,Mastercard,Debit,YES,2,1976.0,2008,No,06,2022,10,2000,681,4954
2035,0,Mastercard,Credit,YES,2,15900.0,2020,No,04,2024,01,2020,682,7638
2036,1,Visa,Debit,YES,2,27623.0,2018,No,06,2020,02,2010,682,2158
2037,2,Mastercard,Debit,YES,1,17584.0,2020,No,12,2021,02,2020,682,7735
2038,0,Mastercard,Debit,YES,1,56640.0,2013,No,03,2018,04,2013,683,6255
2039,1,Visa,Debit,YES,1,39553.0,2020,No,10,2022,02,2020,683,2515
2040,2,Visa,Debit,YES,2,42218.0,2020,No,10,2022,01,2020,683,2789
2041,0,Mastercard,Credit,YES,1,21900.0,2012,No,05,2021,09,2012,684,5074
2042,1,Visa,Credit,YES,2,18700.0,2009,No,01,2014,12,2007,684,3808
2043,2,Visa,Credit,YES,2,29200.0,2010,No,02,2021,05,2000,684,8963
2044,3,Discover,Credit,YES,1,26600.0,2009,No,06,2024,07,2005,684,6471
2045,4,Visa,Debit,YES,2,17280.0,2012,No,10,2021,01,2006,684,2065
2046,0,Visa,Debit,YES,1,14761.0,2011,No,02,2020,10,2006,685,5474
2047,1,Visa,Debit,YES,1,15158.0,2014,No,08,2022,01,2014,685,9366
2048,2,Visa,Debit,YES,1,16464.0,2009,No,06,2021,09,2008,685,6276
2049,3,Mastercard,Debit,YES,2,19100.0,2007,No,11,2017,11,2006,685,6847
2050,4,Mastercard,Debit,YES,1,19332.0,2012,No,03,2022,11,2012,685,1005
2051,0,Mastercard,Debit,YES,2,39431.0,2016,No,01,2020,10,2009,686,0761
2052,0,Mastercard,Credit,NO,1,9800.0,2015,No,10,2024,09,2007,687,8920
2053,1,Mastercard,Debit,YES,1,1866.0,2014,No,09,2020,12,2007,687,9703
2054,0,Visa,Debit (Prepaid),YES,1,64.0,2011,No,10,2024,12,2011,688,9430
2055,1,Mastercard,Credit,YES,2,9600.0,2013,No,04,2021,08,2005,688,1850
2056,2,Visa,Debit,YES,1,10000.0,2012,No,06,2023,03,2009,688,0210
2057,0,Discover,Credit,YES,1,7600.0,2011,No,03,2021,08,2004,689,0937
2058,1,Mastercard,Debit (Prepaid),YES,2,44.0,2012,No,09,2024,02,2002,689,2087
2059,2,Visa,Debit,YES,1,12519.0,2009,No,10,2020,08,2007,689,8975
2060,3,Mastercard,Debit,YES,1,4067.0,2020,No,02,2010,05,2004,689,6398
2061,4,Visa,Debit,YES,2,367.0,2015,No,10,2016,02,2010,689,1083
2062,5,Mastercard,Credit,YES,2,9400.0,2013,No,09,2017,02,2013,689,7819
2063,0,Mastercard,Debit,YES,1,15579.0,2020,No,01,2022,01,2020,690,1908
2064,0,Visa,Credit,YES,1,11500.0,2009,No,09,2006,10,2002,691,6900
2065,1,Discover,Credit,NO,2,9500.0,2011,No,09,2021,11,2011,691,1134
2066,2,Visa,Debit,YES,1,13356.0,2007,No,01,2023,02,2007,691,8642
2067,3,Visa,Debit,YES,1,16385.0,2011,No,02,2020,04,2003,691,1600
2068,0,Visa,Credit,YES,2,12500.0,2013,No,11,2023,01,2013,692,7759
2069,1,Amex,Credit,YES,1,13700.0,2013,No,05,2017,08,2009,692,1872
2070,0,Mastercard,Debit,YES,1,37303.0,2011,No,10,2021,10,2008,693,0630
2071,1,Visa,Credit,YES,1,16900.0,2014,No,04,2015,04,2005,693,7658
2072,2,Mastercard,Debit,YES,2,33723.0,2010,No,11,2020,07,2008,693,6120
2073,3,Discover,Credit,YES,2,14600.0,2015,No,09,2022,07,2015,693,7215
2074,4,Mastercard,Debit,YES,1,38084.0,2010,No,03,2022,03,2009,693,0618
2075,5,Visa,Credit,YES,2,22300.0,2014,No,01,2021,12,2005,693,7224
2076,0,Mastercard,Debit,YES,2,62760.0,2010,No,11,2024,11,2004,694,6865
2077,1,Mastercard,Debit (Prepaid),YES,1,62.0,2009,No,06,2022,06,2009,694,8453
2078,2,Visa,Debit (Prepaid),YES,1,76.0,2011,No,08,2023,12,2007,694,6561
2079,3,Mastercard,Debit,YES,1,98334.0,2007,No,04,2014,03,2003,694,7778
2080,4,Mastercard,Debit,YES,2,141391.0,2005,No,04,2021,06,2005,694,4998
2081,5,Visa,Debit,YES,1,78790.0,2011,No,07,2022,03,1997,694,0532
2082,0,Mastercard,Debit,NO,2,15292.0,2011,No,09,2024,06,2008,695,3985
2083,1,Mastercard,Debit,YES,3,11696.0,2015,No,10,2012,02,2008,695,7811
2084,0,Amex,Credit,YES,2,11400.0,2020,No,09,2024,02,2020,696,4400
2085,1,Mastercard,Debit (Prepaid),YES,2,0.0,2020,No,02,2020,02,2020,696,2478
2086,2,Visa,Debit,YES,2,10198.0,2013,No,01,2024,12,2010,696,4390
2087,3,Visa,Credit,YES,1,1800.0,2013,No,02,2021,12,2013,696,4007
2088,0,Mastercard,Debit,YES,1,5716.0,2020,No,12,2021,12,2010,697,8390
2089,0,Discover,Credit,YES,3,22400.0,2015,No,05,2020,05,2004,698,6200
