merchant_id,merchant_source_id,merchant_city,merchant_state,zip,mcc
2272,6805750559126154397,Arnold,MO,63010.0,5411
2273,1626710574929783425,Miami,FL,33193.0,5912
2274,-3220758452254689706,Enola,PA,17025.0,5311
2275,-7617483423395260869,Minneapolis,MN,55422.0,5812
2276,1913477460590765860,Placentia,CA,92870.0,5300
2277,-6571010470072147219,Mentor,OH,44060.0,5499
2278,426441705280799810,Gunter,TX,75058.0,5912
2279,-1288082279022882052,Garland,TX,75044.0,5499
2280,5205099864768539121,Hendersonville,NC,28739.0,5812
2281,-5581917620262985872,Sarasota,FL,34243.0,5812
2282,-2744911404133435018,Redding,CA,96001.0,5812
2283,-5467922351692495955,Brownsville,TX,78521.0,5912
2284,3590931935485209077,Casper,WY,82604.0,5411
2285,6042526206085641250,Jerome,ID,83338.0,5912
2286,-8271991534663669054,Mount Holly,NC,28120.0,5912
2287,-5162038175624867091,Dover,PA,17315.0,5541
2288,3289249530711405982,Medford,NY,11763.0,5411
2289,-4282466774399734331,Memphis,TN,38116.0,4829
2290,6330045341971627619,ONLINE,Unknown,Unknown,7801
2291,-5475680618560174533,Arcata,CA,95521.0,5942
2292,3952145593743244256,Hot Springs National Park,AR,71913.0,7538
2293,1704172588052121931,Mount Vernon,NY,10552.0,5812
2294,607737254087388642,Foxboro,MA,2035.0,5812
2295,1913477460590765860,Lincoln,RI,2865.0,5300
2296,7069584154815291371,San Diego,CA,92105.0,5812
2297,-571074449655097922,Chesterfield,VA,23832.0,5411
2298,-2875772643906070090,Bristol,CT,6010.0,5310
2299,6882551472640459815,Bethlehem,PA,18015.0,5812
2300,-4530600671233798827,Tampa,FL,33609.0,5812
2301,-7411498489742676099,Anaheim,CA,92808.0,5411
2302,-2916542501422915698,Vicksburg,MS,39180.0,5719
2303,3353574647467864734,Roseville,CA,95678.0,5411
2304,-5467922351692495955,Saint Albans,NY,11412.0,5912
2305,878534750241365141,Bothell,WA,98011.0,5812
2306,2475793072234542411,Chicago,IL,60630.0,5411
2307,-5467922351692495955,Orlando,FL,32828.0,5912
2308,-4317138273541964845,South Amboy,NJ,8879.0,5211
2309,-6571010470072147219,Oak Creek,WI,53154.0,5499
2310,-6161792371494728879,Green Springs,OH,44836.0,3389
2311,-5467922351692495955,Olympia,WA,98516.0,5912
2312,2027553650310142703,Newport,RI,2840.0,5541
2313,4722913068560264812,West Terre Haute,IN,47885.0,5411
2314,8638098630195513403,San Fernando,CA,91340.0,7349
2315,-4321851234004424414,Batesville,MS,38606.0,8011
2316,-5792147968278900330,Raleigh,NC,27610.0,5651
2317,-1581885575880162107,Milwaukee,WI,53224.0,8011
2318,2916322204614014155,Rapid City,SD,57703.0,4900
2319,3952145593743244256,Houston,TX,77087.0,7538
2320,5232804510082391016,Saint Cloud,FL,34771.0,5814
2321,1220927613888267711,Rosedale,NY,11422.0,8021
2322,7999675060531546067,Fort Worth,TX,76119.0,5300
2323,-6738340320657348028,Issaquah,WA,98027.0,7538
2324,-1046622217034093949,Augusta,GA,30906.0,5812
2325,2743403607688382462,ONLINE,Unknown,Unknown,4899
2326,-6571010470072147219,Philadelphia,PA,19147.0,5499
2327,9023675866986061138,Cherry Hill,NJ,8003.0,4121
2328,1799189980464955940,Indianapolis,IN,46221.0,5499
2329,-1288082279022882052,Fayetteville,NC,28312.0,5499
2330,838425044734233142,Woburn,MA,1801.0,4814
2331,5432590865909849002,San Francisco,CA,94117.0,5912
2332,6906133080990323307,Yorba Linda,CA,92886.0,5411
2333,-5162038175624867091,Whitehouse Station,NJ,8889.0,5541
2334,-4282466774399734331,Miami,FL,33173.0,4829
2335,6666504894937430109,Milford,DE,19963.0,5499
2336,890546935441988241,Oakland,CA,94621.0,5921
2337,4081535247279879452,Detroit,ME,4929.0,5541
2338,2349466917071401450,Caldwell,OH,43724.0,5812
2339,4127262599923702017,Lakewood,NJ,8701.0,7230
2340,6008906970048613690,Chicago,IL,60640.0,5812
2341,-7371113205801613503,Arlington,VA,22203.0,5812
2342,-672080223391880419,Revere,MA,2151.0,5912
2343,-794809796539996541,Duluth,MN,55808.0,5814
2344,7327645680395827094,Strasburg,OH,44680.0,5411
2345,-5162038175624867091,Houston,TX,77081.0,5541
2346,-3220758452254689706,Bronx,NY,10465.0,5311
2347,-2916542501422915698,Lubbock,TX,79410.0,5719
2348,1913477460590765860,Louisville,TN,37777.0,5300
2349,-3293180847682842632,Levittown,NY,11756.0,5411
2350,-7633285802593048157,Rocky Point,NY,11778.0,5812
2351,-7407415735646125949,Indianapolis,IN,46236.0,5921
2352,878534750241365141,Seymour,IN,47274.0,5812
2353,97032797689821735,Seattle,WA,98121.0,5411
2354,4388573514750492297,Tooele,UT,84074.0,4900
2355,4722913068560264812,Inglewood,CA,90302.0,5411
2356,4113327641666371223,Austin,TX,78705.0,5814
2357,-4530600671233798827,Barron,WI,54812.0,5812
2358,-4607185421654650330,Barberton,OH,44203.0,5812
2359,915468421652011643,Houston,TX,77061.0,5411
2360,-4393446879009184555,Port Saint Lucie,FL,34987.0,5193
2361,-4154072152705188162,Philadelphia,PA,19136.0,7832
2362,-4957585499493435056,Wellsville,OH,43968.0,5812
2363,-5475680618560174533,Las Vegas,NV,89146.0,5942
2364,-794676495118551526,Ashland,KY,41102.0,4121
2365,-8405285785047681224,Grosse Pointe,MI,48236.0,5651
2366,3116448535848811159,Aurora,CO,80013.0,5211
2367,1799189980464955940,Dallas,TX,75227.0,5499
2368,2910328604019547969,Skokie,IL,60077.0,7538
2369,5205099864768539121,Hickory,NC,28602.0,5812
2370,1799189980464955940,Terre Haute,IN,47803.0,5499
2371,-794809796539996541,Colorado Springs,CO,80915.0,5814
2372,1799189980464955940,North Hollywood,CA,91606.0,5499
2373,-1288082279022882052,Mc Lain,MS,39456.0,5499
2374,4751695835751691036,Palm Beach Gardens,FL,33410.0,5814
2375,-2815393848937414116,Bristol,CT,6010.0,5912
2376,6401076067736130838,San Antonio,TX,78217.0,5300
2377,5232804510082391016,ONLINE,Unknown,Unknown,5814
2378,5474320255037684877,Houston,TX,77064.0,5912
2379,-3602201304446228965,Somerville,MA,2144.0,4121
2380,5817218446178736267,Williamstown,NJ,8094.0,5912
2381,-943303364747666287,Independence,OH,44131.0,7538
2382,-4282466774399734331,Brooklyn,NY,11236.0,4829
2383,912828261724368039,Vero Beach,FL,32960.0,4900
2384,-2199240919702304605,Bennett,CO,80102.0,5812
2385,-7783992276003194792,Union City,PA,16438.0,5651
2386,-5162038175624867091,Hopewell Junction,NY,12533.0,5541
2387,8080934608468946743,Fair Oaks,CA,95628.0,5310
2388,-8749371626471647212,Kaneohe,HI,96744.0,5411
2389,3829557940482378389,New Bremen,OH,45869.0,5300
2390,-2625703684039645816,Garner,NC,27529.0,5411
2391,-2744911404133435018,Sarasota,FL,34231.0,5812
2392,-5162038175624867091,Leitchfield,KY,42754.0,5541
2393,6571187164918414247,Newtown,CT,6470.0,8043
2394,-6406662083475903219,Atlanta,GA,30339.0,3390
2395,-269353296396669252,Brooklyn,NY,11235.0,7542
2396,8406627687094326011,Butler,OH,44822.0,5621
2397,-6571010470072147219,Elgin,SC,29045.0,5499
2398,-1288082279022882052,Bristol,NH,3222.0,5499
2399,-112121233619748226,Rome,Italy,Unknown,3509
2400,9202568585614553168,Grand Rapids,MI,49534.0,5912
2401,6946431929058665986,Charlottesville,VA,22903.0,5300
2402,-5475680618560174533,Odenton,MD,21113.0,5942
2403,1913477460590765860,Hobart,IN,46342.0,5300
2404,-4500542936415012428,Guymon,OK,73942.0,5814
2405,-5162038175624867091,Ewa Beach,HI,96706.0,5541
2406,-4752064311331295725,Lake Grove,NY,11755.0,4214
2407,-5467922351692495955,Waukesha,WI,53189.0,5912
2408,-8826348804033622422,Dallas,TX,75204.0,5411
2409,-7271038103955943739,Round Rock,TX,78665.0,5813
2410,-1999463477480364272,Port Chester,NY,10573.0,5651
2411,97032797689821735,Mobile,AL,36695.0,5411
2412,-4879524501955314476,Oswego,NY,13126.0,7230
2413,-1288082279022882052,Puyallup,WA,98373.0,5499
2414,1799189980464955940,Shelton,CT,6484.0,5499
2415,5958851894317890667,Tonawanda,NY,14150.0,5411
2416,8242998159748438414,Bastrop,TX,78602.0,4121
2417,-1613867578814905123,Suwanee,GA,30024.0,7832
2418,-6192043466262078367,Fayetteville,NC,28306.0,7832
2419,-2744911404133435018,Fremont,IN,46737.0,5812
2420,-5215147141628320160,Salisbury,NC,28147.0,5813
2421,-6738340320657348028,Fayetteville,NC,28306.0,7538
2422,-6761066196029841443,Lincoln,IL,62656.0,5310
2423,8878665205966093747,Huntington,WV,25711.0,5411
2424,-3573329020209088012,Independence,KY,41051.0,5541
2425,-1288082279022882052,Irvington,NY,10533.0,5499
2426,-2472481739355111587,Woodway,TX,76712.0,7538
2427,5232804510082391016,Detroit,MI,48209.0,5814
2428,-5162038175624867091,Elizabeth,NJ,7201.0,5541
2429,9057735476014445185,San Francisco,CA,94118.0,5311
2430,-5467922351692495955,Chandler,AZ,85226.0,5912
2431,-4500542936415012428,Bradenton,FL,34203.0,5814
2432,4751695835751691036,Henrico,VA,23294.0,5814
2433,-1033665210459883001,Bowling Green,KY,42101.0,5411
2434,-5475680618560174533,Greenville,NC,27858.0,5942
2435,3397452747792109772,Coventry,RI,2816.0,5541
2436,-5467922351692495955,Montclair,NJ,7042.0,5912
2437,2295161869890459288,Sugarcreek,OH,44681.0,7995
2438,-4334232547381218591,Quakertown,PA,18951.0,5541
2439,878534750241365141,Owego,NY,13827.0,5812
2440,-2419263385140166696,San Leandro,CA,94578.0,7922
2441,7069584154815291371,Fair Haven,NJ,7704.0,5812
2442,-2910169010079677451,ONLINE,Unknown,Unknown,5712
2443,-5115241894377640204,Tollesboro,KY,41189.0,7538
2444,-1614034526628512539,Bronx,NY,10460.0,5300
2445,4081535247279879452,Lynden,WA,98264.0,5541
2446,-5467922351692495955,Perrysburg,OH,43551.0,5912
2447,-7914827130688915646,Edinburgh,IN,46124.0,5812
2448,2027553650310142703,Silver Spring,MD,20901.0,5541
2449,-6278332830461789269,Tokyo,Japan,Unknown,5661
2450,1799189980464955940,Indianapolis,IN,46250.0,5499
2451,-1821658909757531905,Hot Springs National Park,AR,71913.0,7538
2452,-2744911404133435018,White House,TN,37188.0,5812
2453,-4282466774399734331,Suring,WI,54174.0,4829
2454,-4282466774399734331,Newburgh,NY,12550.0,4829
2455,-7517035591625115191,Savannah,GA,31416.0,5411
2456,8401864105406790993,Rome,Italy,Unknown,3006
2457,-562387255213687667,Woodland Hills,CA,91364.0,5411
2458,8080934608468946743,Augusta,GA,30906.0,5310
2459,2027553650310142703,Republic,OH,44867.0,5541
2460,4665366322220184603,Ann Arbor,MI,48103.0,7538
2461,-4282466774399734331,Amelia,OH,45102.0,4829
2462,2622356539067166759,Merrill,WI,54452.0,8011
2463,6135208568923449408,Bakersfield,CA,93308.0,9402
2464,-97287654704121920,Allen,TX,75002.0,5812
2465,1799189980464955940,Millbrook,AL,36054.0,5499
2466,-1288082279022882052,San Antonio,TX,78217.0,5499
2467,1799189980464955940,Magnolia,OH,44643.0,5499
2468,2027553650310142703,Miami,FL,33176.0,5541
2469,-4282466774399734331,Winterville,NC,28590.0,4829
2470,1799189980464955940,Scottsdale,AZ,85260.0,5499
2471,4501806325472380910,Broad Run,VA,20137.0,5411
2472,-5560622363583221779,Mount Pleasant,NC,28124.0,5651
2473,4328360426768911706,Thackerville,OK,73459.0,7995
2474,-2472481739355111587,Defiance,OH,43512.0,7538
2475,5817218446178736267,Hebbronville,TX,78361.0,5912
2476,3700010347678771070,Dallas,TX,75251.0,5912
2477,-3345936507911876459,Roselle,NJ,7203.0,7538
2478,3189517333335617109,Lebanon,CT,6249.0,5311
2479,-6863683281181969329,Bronx,NY,10456.0,7230
2480,-794809796539996541,Skiatook,OK,74070.0,5814
2481,97032797689821735,Valley Stream,NY,11580.0,5411
2482,-7893972512267186133,Fayetteville,NC,28311.0,3260
2483,4751695835751691036,Los Angeles,CA,90037.0,5814
2484,1799189980464955940,Matthews,NC,28105.0,5499
2485,-8194607650924472520,ONLINE,Unknown,Unknown,3001
2486,-245178307025547046,Belton,MO,64012.0,5311
2487,-5162038175624867091,Conrath,WI,54731.0,5541
2488,-3577937449848683944,Belfair,WA,98528.0,5411
2489,1799189980464955940,Lakeside,CA,92040.0,5499
2490,-4282466774399734331,Killeen,TX,76541.0,4829
2491,2027553650310142703,Atlanta,GA,30312.0,5541
2492,-1288082279022882052,Defiance,OH,43512.0,5499
2493,-5475680618560174533,ONLINE,Unknown,Unknown,5942
2494,6882551472640459815,Los Angeles,CA,90037.0,5812
2495,-4752064311331295725,Monroe,NC,28110.0,4214
2496,-5162038175624867091,Portageville,MO,63873.0,5541
2497,6759623715801000040,Goshen,IN,46526.0,5311
2498,-984444807771159720,Center,TX,75935.0,5814
2499,1020640717496506630,Providence,RI,2903.0,5912
2500,7069584154815291371,Rome,Italy,Unknown,5812
2501,-4282466774399734331,Massillon,OH,44646.0,4829
2502,-3345936507911876459,Barnegat,NJ,8005.0,7538
2503,4722913068560264812,New Braunfels,TX,78130.0,5411
2504,1913477460590765860,Fresh Meadows,NY,11366.0,5300
2505,2027553650310142703,Arlington,TX,76002.0,5541
2506,878534750241365141,Sandy Hook,CT,6482.0,5812
2507,-5162038175624867091,Hawthorne,CA,90250.0,5541
2508,1799189980464955940,Kirkville,NY,13082.0,5499
2509,2027553650310142703,Princeton,NJ,8540.0,5541
2510,4751695835751691036,Bronx,NY,10463.0,5814
2511,-2572452519148934194,New York,NY,10039.0,5812
2512,-330570810680818361,Gladwin,MI,48624.0,8099
2513,-245178307025547046,Poquoson,VA,23662.0,5311
2514,-5467922351692495955,Providence,RI,2903.0,5912
2515,7887670183491051338,Vancleve,KY,41385.0,5411
2516,2186671624996699183,La Grange Park,IL,60526.0,5712
2517,5817218446178736267,El Paso,TX,79902.0,5912
2518,-3345936507911876459,Harrison,AR,72601.0,7538
2519,1799189980464955940,Lancing,TN,37770.0,5499
2520,-5978787664579885479,Newport Beach,CA,92660.0,7832
2521,-3345936507911876459,Plymouth,IN,46563.0,7538
2522,-2744911404133435018,Bluffton,SC,29910.0,5812
2523,97032797689821735,Cheyenne,WY,82001.0,5411
2524,-3220758452254689706,Waukegan,IL,60085.0,5311
2525,-3220758452254689706,Grand Junction,MI,49056.0,5311
2526,-6380232772327219248,ONLINE,Unknown,Unknown,3393
2527,6098563624419731578,Rochester,MN,55901.0,4214
2528,-2165325134182579556,Arlington,VA,22207.0,5311
2529,-6738340320657348028,Philadelphia,PA,19122.0,7538
2530,-8241109315062258674,Sammamish,WA,98075.0,5812
2531,-692568456664478033,Porterville,CA,93257.0,7538
2532,-4448837600989971667,El Paso,TX,79912.0,5947
2533,-6738340320657348028,Manteca,CA,95337.0,7538
2534,2027553650310142703,Urbandale,IA,50322.0,5541
2535,-4500542936415012428,Prairieville,LA,70769.0,5814
2536,-5162038175624867091,Kingman,AZ,86401.0,5541
2537,-5904116920141006298,Cambridge,MA,2139.0,5719
2538,-8414482769824038741,Tacoma,WA,98403.0,5411
2539,-8826348804033622422,Colwich,KS,67030.0,5411
2540,-2187837027406294082,Elmhurst,NY,11373.0,3058
2541,-6334940336115803711,Maywood,IL,60153.0,7538
2542,-4460013545355022869,Blackville,SC,29817.0,5411
2543,1241609181847466865,Latrobe,PA,15650.0,5411
2544,-9115036503198045030,Seguin,TX,78155.0,5411
2545,-1662162349688630531,Greenville,TX,75401.0,5541
2546,-3363689138357398299,Compton,CA,90222.0,5411
2547,-5988351331115370905,Alvin,TX,77511.0,5300
2548,2125300470153050052,Aliso Viejo,CA,92656.0,7996
2549,-8826348804033622422,Monroe,MI,48161.0,5411
2550,7654127764078413002,The Colony,TX,75056.0,5812
2551,-4282466774399734331,Oklahoma City,OK,73112.0,4829
2552,-5467922351692495955,Rockwall,TX,75032.0,5912
2553,878534750241365141,Sherman Oaks,CA,91403.0,5812
2554,4360734230389183357,Milford,DE,19963.0,5812
2555,6091778774361517457,Conover,NC,28613.0,5411
2556,1913477460590765860,Newport Beach,CA,92658.0,5300
2557,97032797689821735,Union City,NJ,7087.0,5411
2558,-4282466774399734331,Sterling Heights,MI,48314.0,4829
2559,-5467922351692495955,Duluth,MN,55807.0,5912
2560,8306919892701158287,Richmond,VA,23226.0,5300
2561,-1288082279022882052,Berkeley Heights,NJ,7922.0,5499
2562,-4282466774399734331,Cookeville,TN,38501.0,4829
2563,9057735476014445185,Indianapolis,IN,46260.0,5311
2564,1799189980464955940,Mesa,AZ,85201.0,5499
2565,-2744911404133435018,Daytona Beach,FL,32118.0,5812
2566,-4282466774399734331,Woods Cross,UT,84087.0,4829
2567,-6571010470072147219,Joplin,MO,64801.0,5499
2568,-5467922351692495955,Newport,VT,5855.0,5912
2569,8878167403777011336,Clinton Township,MI,48036.0,5411
2570,-2187837027406294082,Victorville,CA,92392.0,3058
2571,4925037539403644274,Edinburgh,IN,46124.0,5310
2572,-3220758452254689706,Scottsdale,AZ,85251.0,5311
2573,-1288082279022882052,Waldorf,MD,20603.0,5499
2574,-5023497618971072366,Lubbock,TX,79410.0,5812
2575,6865772759070992624,ONLINE,Unknown,Unknown,4900
2576,97032797689821735,Newark,OH,43055.0,5411
2577,-6207266915326464122,Reedsville,OH,45772.0,5812
2578,7069584154815291371,Orange Beach,AL,36561.0,5812
2579,-6571010470072147219,Rural Valley,PA,16249.0,5499
2580,373790289694064152,Alta,IA,51002.0,4900
2581,-5467922351692495955,Tulsa,OK,74137.0,5912
2582,3635551857898739641,Hawthorne,CA,90250.0,5310
2583,-4752064311331295725,Great Falls,MT,59405.0,4214
2584,-4467073573431387568,Albuquerque,NM,87121.0,7349
2585,1799189980464955940,Rome,Italy,Unknown,5499
2586,4722913068560264812,Manasquan,NJ,8736.0,5411
2587,8799548489676948416,Alexandria,OH,43001.0,5812
2588,-9086733700265424673,Berkeley,CA,94702.0,5300
2589,-1288082279022882052,Williston,VT,5495.0,5499
2590,-7146670748125200898,Jacksonville,TX,75766.0,5970
2591,3635551857898739641,Concord,NC,28027.0,5310
2592,4476306336930105367,Monroe,NY,10950.0,4900
2593,-1472157832204757033,Durham,NC,27704.0,5300
2594,7945806437800326641,Saint Cloud,FL,34771.0,5411
2595,-3403713244773004482,Spokane,WA,99216.0,5411
2596,-4317138273541964845,Coopersburg,PA,18036.0,5211
2597,-6738340320657348028,Cherry Hill,NJ,8002.0,7538
2598,5474320255037684877,Shelton,CT,6484.0,5912
2599,6122984586643832483,Indianapolis,IN,46237.0,5912
2600,-4803985848883855122,College Park,MD,20740.0,8021
2601,-4334232547381218591,Amarillo,TX,79110.0,5541
2602,-6571010470072147219,West Chester,OH,45069.0,5499
2603,8774763397004259976,Richmond,CA,94804.0,4900
2604,-5904116920141006298,Kewanee,IL,61443.0,5719
2605,1035216672004484182,Camarillo,CA,93010.0,5300
2606,-1609442486621535637,Cheyenne,WY,82001.0,4900
2607,-5162038175624867091,West Hartford,CT,6110.0,5541
2608,-8826348804033622422,Lake Forest,CA,92630.0,5411
2609,2027553650310142703,Camano Island,WA,98282.0,5541
2610,-112121233619748226,Denver,CO,80216.0,3509
2611,3639123430068731390,Vineland,NJ,8360.0,5814
2612,-5162038175624867091,San Antonio,TX,78202.0,5541
2613,-4693979874497918566,Dinuba,CA,93618.0,7538
2614,-984444807771159720,Attica,OH,44807.0,5814
2615,1932997923005686624,Williston Park,NY,11596.0,5310
2616,9092796773017786065,Alpine,UT,84004.0,5094
2617,6135208568923449408,Sammamish,WA,98075.0,9402
2618,-5960720509247915049,Aspers,PA,17304.0,5813
2619,-4282466774399734331,Charlotte,NC,28206.0,4829
2620,7145736684866660022,Joplin,MO,64801.0,5251
2621,-9009228730649086683,Strasburg,OH,44680.0,7922
2622,-5162038175624867091,Alexandria,LA,71302.0,5541
2623,-5162038175624867091,Williamstown,KY,41097.0,5541
2624,1799189980464955940,Kent,WA,98032.0,5499
2625,-5475680618560174533,Brunswick,GA,31525.0,5942
2626,1139640404793641563,Charlevoix,MI,49720.0,5541
2627,-4752064311331295725,ONLINE,Unknown,Unknown,4214
2628,-5381673170579379362,Glade Valley,NC,28627.0,5300
2629,-984444807771159720,Charleston,WV,25313.0,5814
2630,-7136313993317110176,Mcalester,OK,74501.0,5812
2631,-4927381308738947637,New York,NY,10075.0,5812
2632,4063167791432577924,Severn,MD,21144.0,6300
2633,97032797689821735,Houston,TX,77067.0,5411
2634,6061999231197186049,Las Vegas,NV,89118.0,5912
2635,-5467922351692495955,Irwin,PA,15642.0,5912
2636,-6099237780634780722,Poca,WV,25159.0,5712
2637,-3822891441379166143,Challis,ID,83226.0,5651
2638,-4888039204698895879,Holly,MI,48442.0,5411
2639,1913477460590765860,Los Angeles,CA,90024.0,5300
2640,-4282466774399734331,Lansing,MI,48917.0,4829
2641,-6571010470072147219,Danville,CA,94506.0,5499
2642,5817218446178736267,Grand Forks,ND,58203.0,5912
2643,-1313671501277229753,Rochelle,IL,61068.0,5812
2644,97032797689821735,Richmond,VA,23235.0,5411
2645,-8254803286035178339,Utica,NY,13501.0,7230
2646,190253443608377572,Houston,TX,77085.0,3359
2647,-9169530373343891910,Gonzales,TX,78629.0,5812
2648,-1288082279022882052,Green Cove Springs,FL,32043.0,5499
2649,2744454796288444924,Merrill,WI,54452.0,5300
2650,4314378868808461983,San Ramon,CA,94583.0,5300
2651,97032797689821735,Westminster,CA,92683.0,5411
2652,-1771822617331247225,Mount Vernon,NY,10552.0,7538
2653,4113327641666371223,ONLINE,Unknown,Unknown,5814
2654,-4282466774399734331,Barbourville,KY,40906.0,4829
2655,-7146670748125200898,Monterey Park,CA,91755.0,5970
2656,-303858256154265716,Sherwood,AR,72120.0,5251
2657,1799189980464955940,Warner Robins,GA,31088.0,5499
2658,6098563624419731578,Rome,Italy,Unknown,4214
2659,3043415681375770481,Rockwall,TX,75032.0,5812
2660,6121387053698393510,Union City,NJ,7087.0,5411
2661,-5475680618560174533,Oceanside,CA,92057.0,5942
2662,7133094643087953325,Garden Grove,CA,92840.0,5912
2663,3952145593743244256,Lincoln,CA,95648.0,7538
2664,8405270971821463343,Waynesboro,VA,22980.0,7538
2665,2027553650310142703,Mandeville,LA,70471.0,5541
2666,-784646904225016812,Valley Center,CA,92082.0,8043
2667,-6038413762426091087,Apex,NC,27523.0,5094
2668,-5467922351692495955,Princeton,NJ,8540.0,5912
2669,-4282466774399734331,Huntington Park,CA,90255.0,4829
2670,8226821132033602298,ONLINE,Unknown,Unknown,6300
2671,-8428075965585128343,Miami,FL,33175.0,5411
2672,-7698295521390300993,Holden,MA,1520.0,5411
2673,5774328053313854202,Tyler,TX,75706.0,5300
2674,1330646198444432157,San Diego,CA,92129.0,5411
2675,-8520273828699923660,Bessemer,AL,35023.0,5411
2676,-2744911404133435018,Shippensburg,PA,17257.0,5812
2677,8878665205966093747,Mount Vernon,GA,30445.0,5411
2678,5913345883662893289,Ridgewood,NJ,7450.0,5411
2679,4630238416470029395,Chandler,TX,75758.0,7538
2680,2027553650310142703,Waukegan,IL,60085.0,5541
2681,7496322091104408955,Asheville,NC,28804.0,5411
2682,5753024633661164610,Lakewood,CA,90712.0,5311
2683,-7149657889717994790,Durham,NC,27712.0,5812
2684,-727612092139916043,Mckinney,TX,75071.0,5411
2685,1463851782358267155,Atlanta,GA,30312.0,5812
2686,5984644890093955000,Belzoni,MS,39038.0,5211
2687,7834055923142137930,Rhinebeck,NY,12572.0,3395
2688,6666504894937430109,San Antonio,TX,78222.0,5499
2689,-1612219785829480227,Westford,MA,1886.0,3387
2690,-245178307025547046,Shasta Lake,CA,96019.0,5311
2691,-5581123930363301609,Breese,IL,62230.0,5311
2692,-7731440983424144268,Levittown,PA,19054.0,4900
2693,97032797689821735,Minneapolis,MN,55407.0,5411
2694,8878665205966093747,Upton,KY,42784.0,5411
2695,3673526874465763503,Harrison,MI,48625.0,4900
2696,2027553650310142703,Jacksonville,FL,32257.0,5541
2697,4722913068560264812,Harrisburg,NC,28075.0,5411
2698,-3345936507911876459,Manville,NJ,8835.0,7538
2699,-4334232547381218591,Temple,TX,76504.0,5541
2700,1913477460590765860,Vancouver,WA,98661.0,5300
2701,-7819139324090037192,Minneapolis,MN,55429.0,4900
2702,5557707952481949374,Lincoln,CA,95648.0,5812
2703,-1288082279022882052,Clarion,IA,50525.0,5499
2704,-4500542936415012428,Clarksville,TX,75426.0,5814
2705,8368829629114682118,Bass Lake,CA,93604.0,5812
2706,3508464089267450212,Pearland,TX,77581.0,7832
2707,1799189980464955940,Marcus Hook,PA,19061.0,5499
2708,-4282466774399734331,Niagara Falls,NY,14304.0,4829
2709,4722913068560264812,Woodinville,WA,98077.0,5411
2710,-5022740045804371307,Stuart,FL,34997.0,7995
2711,-1288082279022882052,Scarborough,ME,4074.0,5499
2712,3635551857898739641,Brooksville,FL,34602.0,5310
2713,2027553650310142703,Johnson City,TN,37604.0,5541
2714,-8598048665759841707,Malden,MO,63863.0,5812
2715,-5162038175624867091,Henderson,NV,89002.0,5541
2716,5817218446178736267,Fort Lee,NJ,7024.0,5912
2717,-4500542936415012428,Novi,MI,48375.0,5814
2718,3635551857898739641,San Francisco,CA,94132.0,5310
2719,-5581123930363301609,Mesquite,NM,88048.0,5311
2720,1799189980464955940,Independence,KY,41051.0,5499
2721,-5475680618560174533,New York,NY,10011.0,5942
2722,6136944133452399665,ONLINE,Unknown,Unknown,5045
2723,8878665205966093747,Elko,GA,31025.0,5411
2724,-5162038175624867091,Fayetteville,NC,28314.0,5541
2725,3635551857898739641,Tampa,FL,33617.0,5310
2726,9172545554334120597,Bothell,WA,98021.0,5812
2727,2985252742283914005,Bronx,NY,10463.0,4121
2728,-7052069146128772826,Laurens,SC,29360.0,5814
2729,-1950411974253759304,Ankeny,IA,50021.0,5812
2730,97032797689821735,Minneapolis,MN,55430.0,5411
2731,1020533690492135070,Rincon,GA,31326.0,5912
2732,-3693650930986299431,Lenoir,NC,28645.0,4814
2733,-3778358288277231031,Seabrook,TX,77586.0,5411
2734,8878665205966093747,Fort Walton Beach,FL,32547.0,5411
2735,-4334232547381218591,Le Mars,IA,51031.0,5541
2736,18238795327207372,Avon Park,FL,33825.0,5912
2737,-1662578161160307855,Nassau,The Bahamas,Unknown,5813
2738,-1452684126777754143,Fernwood,ID,83830.0,5300
2739,3189517333335617109,Lancaster,NY,14086.0,5311
2740,-1111463501269034088,Gregory,TX,78359.0,5912
2741,-245178307025547046,Rancho Cucamonga,CA,91701.0,5311
2742,8878665205966093747,Ormond Beach,FL,32175.0,5411
2743,5817218446178736267,Manasquan,NJ,8736.0,5912
2744,-1263341878135739419,ONLINE,Unknown,Unknown,6300
2745,4722913068560264812,Lansdowne,PA,19050.0,5411
2746,6031914687056053858,Augusta,GA,30907.0,5812
2747,1704172588052121931,Arcata,CA,95518.0,5812
2748,-5475680618560174533,Orfordville,WI,53576.0,5942
2749,-5387182171288903494,Caledonia,OH,43314.0,5411
2750,-4282466774399734331,Green Bay,WI,54311.0,4829
2751,8401864105406790993,ONLINE,Unknown,Unknown,3006
2752,-4282466774399734331,Muskego,WI,53150.0,4829
2753,2918097621149451568,Charlotte,TN,37036.0,5411
2754,-1288082279022882052,Montgomery,AL,36105.0,5499
2755,-8919758470918116834,Waukegan,IL,60085.0,5813
2756,1456298770479472613,Lewistown,PA,17044.0,4900
2757,-4752064311331295725,Southaven,MS,38671.0,4214
2758,6661973303171003879,Mesquite,TX,75150.0,5211
2759,-1288082279022882052,Muse,PA,15350.0,5499
2760,-2911819014679327405,Rock Island,IL,61201.0,7011
2761,-5684085408134198975,Iron Mountain,MI,49801.0,5813
2762,4887862297101004004,Fort Lauderdale,FL,33306.0,5813
2763,8919682822789039434,Noble,OK,73068.0,5814
