transaction_id,card_id,merchant_id,year,month,day,time,amount,use_chip,errors,is_fraud
27962,4751,13986,2001,9,24,11:38,12.49,Swipe Transaction,No Error,No
27963,2696,750,2013,11,22,18:39,22.08,Swipe Transaction,No Error,No
27964,4291,5232,2015,9,14,06:06,21.47,Chip Transaction,No Error,No
27965,6124,605,2019,11,26,05:45,98.0,Chip Transaction,No Error,No
27966,1681,15,2011,1,20,10:36,0.46,Online Transaction,No Error,No
27967,3767,13987,2015,5,15,05:48,100.63,Chip Transaction,No Error,No
27968,2601,6213,2008,8,6,08:57,6.68,Swipe Transaction,No Error,No
27969,5945,4246,2014,2,27,16:02,30.07,Swipe Transaction,No Error,No
27970,1458,2966,2011,1,2,10:06,25.21,Swipe Transaction,No Error,No
27971,4919,413,2018,7,25,19:06,5.14,Chip Transaction,No Error,Yes
27972,303,6,2016,10,4,15:51,163.26,Online Transaction,No Error,Yes
27973,143,770,2008,6,14,07:44,-267.0,Online Transaction,No Error,Yes
27974,4085,13988,2019,5,29,11:31,1.1,Chip Transaction,No Error,No
27975,3201,9618,2020,2,11,11:48,11.02,Chip Transaction,No Error,No
27976,3170,13989,2012,11,15,09:51,2.19,Swipe Transaction,No Error,No
27977,4450,7045,1999,9,29,12:55,13.45,Swipe Transaction,No Error,No
27978,2687,13990,2018,1,3,10:12,2.56,Swipe Transaction,No Error,No
27979,1488,13991,2013,2,10,14:33,-92.0,Swipe Transaction,No Error,No
27980,795,48,2019,12,2,00:42,4.36,Online Transaction,No Error,No
27981,3185,11278,2009,1,18,06:14,6.91,Swipe Transaction,No Error,No
27982,1016,11111,2010,10,13,09:25,8.81,Swipe Transaction,No Error,No
27983,4445,13992,2004,3,7,17:35,14.76,Swipe Transaction,No Error,No
27984,3611,2999,2015,11,15,07:30,1.41,Chip Transaction,No Error,No
27985,4193,1470,2018,7,23,13:26,72.84,Chip Transaction,No Error,Yes
27986,420,13993,2012,2,28,12:30,97.0,Swipe Transaction,No Error,No
27987,1720,12986,2006,7,20,11:09,138.98,Swipe Transaction,No Error,No
27988,3999,13994,2008,2,5,18:41,108.74,Swipe Transaction,No Error,No
27989,5161,4411,2004,12,18,16:15,1.23,Swipe Transaction,No Error,No
27990,771,1001,2016,9,22,12:48,5.21,Online Transaction,No Error,Yes
27991,202,3646,2014,2,19,13:54,80.0,Swipe Transaction,No Error,No
27992,612,8906,2015,10,5,12:12,215.17,Online Transaction,No Error,Yes
27993,3180,380,2014,9,12,11:52,50.48,Swipe Transaction,No Error,No
27994,3906,13995,2000,4,16,02:48,3.43,Swipe Transaction,No Error,No
27995,350,2554,2018,7,30,21:44,45.19,Chip Transaction,No Error,No
27996,2309,5117,2001,1,18,12:16,1.06,Swipe Transaction,No Error,No
27997,4931,2295,2008,10,24,08:32,166.46,Swipe Transaction,No Error,No
27998,1868,1126,2015,7,15,13:18,140.0,Chip Transaction,No Error,No
27999,1515,13996,2016,8,7,11:14,74.45,Chip Transaction,No Error,No
28000,3380,9,2008,7,27,08:35,21.42,Online Transaction,No Error,No
28001,5688,12502,2004,5,4,07:16,3.44,Swipe Transaction,No Error,No
28002,1061,13997,2015,3,31,06:30,10.56,Swipe Transaction,No Error,No
28003,5149,13998,2017,3,20,05:14,58.23,Chip Transaction,No Error,No
28004,2935,11845,2016,4,12,15:27,103.74,Chip Transaction,No Error,No
28005,5444,42,2008,5,30,19:48,14.98,Online Transaction,No Error,No
28006,2874,677,2015,12,21,16:20,7.12,Online Transaction,No Error,Yes
28007,5369,9367,2014,1,22,10:50,18.62,Swipe Transaction,No Error,No
28008,638,15,2008,11,7,16:32,17.44,Online Transaction,No Error,No
28009,999,13999,2016,12,19,19:46,75.0,Chip Transaction,No Error,No
28010,1351,245,2016,6,19,14:12,84.02,Online Transaction,No Error,Yes
28011,3743,1159,2010,1,24,23:04,151.22,Online Transaction,No Error,Yes
28012,2223,1133,2014,12,12,09:46,56.3,Swipe Transaction,No Error,No
28013,5491,2410,2004,6,28,12:55,1.44,Swipe Transaction,No Error,No
28014,5017,2306,2013,8,22,15:56,2.87,Swipe Transaction,No Error,No
28015,252,2896,2015,9,15,21:06,160.0,Chip Transaction,No Error,No
28016,2526,14000,2009,5,4,15:51,104.12,Swipe Transaction,No Error,No
28017,2978,6445,2012,10,30,10:24,14.77,Swipe Transaction,No Error,No
28018,5117,12899,2012,12,14,08:36,52.0,Swipe Transaction,No Error,No
28019,4295,218,2013,10,17,11:05,112.57,Online Transaction,No Error,Yes
28020,4169,4994,2014,4,24,19:06,79.79,Swipe Transaction,No Error,No
28021,1035,14001,2007,1,28,07:45,26.43,Swipe Transaction,No Error,No
28022,445,14002,2016,10,19,21:02,38.57,Chip Transaction,No Error,No
28023,899,14003,2011,7,11,11:45,53.2,Swipe Transaction,No Error,No
28024,2973,15,2019,11,2,13:32,33.85,Online Transaction,No Error,No
28025,4498,13952,2011,11,2,06:25,54.0,Swipe Transaction,No Error,No
28026,2831,14004,2012,12,20,17:57,12.41,Swipe Transaction,No Error,No
28027,363,711,2008,5,8,13:50,110.8,Online Transaction,Insufficient Balance,Yes
28028,2469,1841,2011,10,27,10:12,25.08,Online Transaction,No Error,No
28029,2822,1513,2007,9,16,15:14,7.53,Online Transaction,No Error,Yes
28030,3178,11455,2014,7,7,18:39,81.35,Swipe Transaction,No Error,No
28031,769,10084,2018,5,18,10:35,6.87,Chip Transaction,No Error,No
28032,637,244,2018,5,14,11:50,15.62,Swipe Transaction,No Error,Yes
28033,4230,14005,2013,7,9,18:06,28.69,Swipe Transaction,No Error,No
28034,5337,13436,2011,1,16,12:41,2.75,Swipe Transaction,No Error,No
28035,1729,60,2015,12,5,11:49,63.88,Online Transaction,No Error,Yes
28036,4414,4030,2004,12,4,17:25,48.5,Swipe Transaction,No Error,No
28037,2770,14006,2010,5,1,12:01,108.65,Swipe Transaction,No Error,No
28038,909,14007,2011,5,24,07:21,0.28,Swipe Transaction,No Error,No
28039,2717,42,2020,2,2,10:04,32.51,Online Transaction,No Error,No
28040,3579,8813,2002,4,9,09:17,2.39,Swipe Transaction,No Error,No
28041,3835,21,2008,3,14,12:49,83.94,Online Transaction,No Error,Yes
28042,2081,9857,2008,10,17,10:29,-98.0,Swipe Transaction,No Error,No
28043,5307,14008,2011,3,19,15:56,10.99,Swipe Transaction,No Error,No
28044,5775,248,2008,12,16,01:28,401.06,Online Transaction,No Error,No
28045,5875,8548,2019,10,10,16:44,97.4,Swipe Transaction,No Error,No
28046,4981,14009,2009,8,26,06:01,6.24,Swipe Transaction,No Error,No
28047,5486,5099,2006,8,27,09:40,14.58,Swipe Transaction,No Error,No
28048,397,7968,2011,8,29,08:27,58.97,Swipe Transaction,No Error,No
28049,4280,10627,2013,7,27,06:31,2.22,Swipe Transaction,No Error,No
28050,5602,13108,2011,11,2,14:00,37.77,Swipe Transaction,No Error,No
28051,2456,14010,2007,12,20,11:52,13.88,Swipe Transaction,No Error,No
28052,197,947,2008,5,25,07:21,43.15,Online Transaction,Bad Card Number,Yes
28053,1543,48,2015,11,6,14:07,144.36,Online Transaction,No Error,Yes
28054,5154,6096,2012,11,11,15:58,7.97,Swipe Transaction,No Error,No
28055,2602,5842,2012,12,25,12:51,2.0,Swipe Transaction,No Error,No
28056,3756,1348,2011,3,21,19:20,70.87,Swipe Transaction,No Error,No
28057,2457,14011,2006,4,24,14:58,76.08,Swipe Transaction,No Error,No
28058,1444,14012,2010,4,7,03:10,-369.0,Swipe Transaction,No Error,No
28059,1531,2216,2014,11,3,08:43,351.46,Online Transaction,No Error,No
28060,1681,4078,2014,11,7,11:27,8.04,Swipe Transaction,No Error,No
28061,4560,5191,2013,6,22,12:36,15.97,Swipe Transaction,No Error,No
28062,4203,42,2010,3,7,20:39,14.62,Online Transaction,No Error,No
28063,3317,14013,2014,9,24,09:27,2.53,Swipe Transaction,No Error,No
28064,511,3779,2013,10,14,14:21,813.58,Online Transaction,No Error,Yes
28065,2819,3222,2009,3,7,13:05,100.0,Swipe Transaction,No Error,No
28066,5096,3073,2014,8,23,06:07,132.76,Online Transaction,No Error,No
28067,2747,14014,2017,11,2,06:57,9.45,Swipe Transaction,No Error,No
28068,4085,13249,2012,3,30,01:02,117.53,Swipe Transaction,No Error,No
28069,993,14015,2011,12,3,10:06,8.52,Swipe Transaction,Technical Glitch,No
28070,4445,14016,2008,2,23,16:26,78.89,Swipe Transaction,No Error,No
28071,5260,14017,2018,5,29,14:26,41.36,Chip Transaction,No Error,No
28072,3332,12388,2005,9,21,15:22,78.37,Swipe Transaction,No Error,No
28073,2458,14018,2017,5,15,12:51,17.53,Chip Transaction,No Error,No
28074,2710,11745,2017,7,28,11:37,18.57,Chip Transaction,No Error,No
28075,5352,3884,2008,7,12,09:28,373.0,Online Transaction,No Error,Yes
28076,1879,14019,2017,5,3,09:15,32.83,Chip Transaction,No Error,No
28077,1396,14020,2016,10,15,16:08,1.26,Chip Transaction,No Error,No
28078,5532,3469,2015,10,14,17:13,51.6,Online Transaction,No Error,Yes
28079,3897,14021,2009,9,8,06:54,156.91,Swipe Transaction,No Error,No
28080,5077,12497,2013,11,21,13:53,54.78,Swipe Transaction,No Error,No
28081,3026,5456,2013,8,25,12:10,19.94,Swipe Transaction,No Error,No
28082,721,4773,2002,5,26,14:16,-80.0,Swipe Transaction,No Error,No
28083,4967,1923,2012,3,28,16:08,24.15,Online Transaction,No Error,Yes
28084,2757,413,2019,5,2,17:38,59.72,Swipe Transaction,No Error,Yes
28085,3777,13054,2008,10,22,21:50,108.61,Swipe Transaction,No Error,No
28086,1872,14022,2019,1,1,18:57,26.58,Chip Transaction,No Error,No
28087,1794,14023,2010,11,11,12:36,29.09,Swipe Transaction,No Error,No
28088,3288,14024,2013,7,30,08:32,2.68,Swipe Transaction,No Error,No
28089,5904,216,2020,1,15,12:55,106.92,Chip Transaction,No Error,No
28090,5500,14025,2008,3,16,11:45,285.22,Swipe Transaction,No Error,No
28091,5060,42,2018,4,27,09:19,19.23,Online Transaction,No Error,No
28092,1575,14026,2012,7,27,14:35,153.3,Swipe Transaction,No Error,No
28093,2212,14027,2014,11,25,06:29,4.14,Swipe Transaction,No Error,No
28094,3284,14028,2016,5,11,13:18,0.85,Chip Transaction,No Error,No
28095,5844,13403,2007,12,8,09:49,10.17,Swipe Transaction,No Error,No
28096,5936,245,2010,2,19,07:35,64.24,Online Transaction,Insufficient Balance,Yes
28097,1862,14029,2019,7,10,09:54,34.68,Chip Transaction,No Error,No
28098,855,73,2017,8,25,08:48,58.49,Online Transaction,No Error,No
28099,4935,10421,2013,3,9,06:50,6.75,Swipe Transaction,No Error,No
28100,2780,14030,2006,6,28,10:22,58.0,Swipe Transaction,No Error,No
28101,61,5537,2001,4,5,06:08,2.66,Swipe Transaction,No Error,No
28102,894,8824,2010,6,4,20:31,48.89,Swipe Transaction,No Error,No
28103,5002,14031,2016,9,10,19:16,16.93,Chip Transaction,No Error,No
28104,1720,15,2014,4,9,13:34,26.37,Online Transaction,No Error,No
28105,3179,4628,2006,11,6,15:25,1.4,Swipe Transaction,No Error,No
28106,350,15,2018,3,16,12:23,58.1,Online Transaction,No Error,No
28107,3839,2971,2018,11,11,12:16,84.39,Chip Transaction,No Error,No
28108,2526,9071,2009,9,8,12:38,11.16,Swipe Transaction,No Error,No
28109,3130,5042,2007,3,20,11:44,-72.0,Swipe Transaction,No Error,No
28110,4303,9,2016,8,8,08:53,11.91,Online Transaction,No Error,No
28111,5342,2253,2017,3,31,10:18,18.98,Chip Transaction,No Error,No
28112,2398,9,2016,5,3,12:05,55.6,Online Transaction,Insufficient Balance,Yes
28113,3144,5330,2006,5,21,15:14,80.0,Swipe Transaction,No Error,No
28114,1064,14032,2013,7,6,11:27,14.37,Swipe Transaction,No Error,No
28115,2102,2149,2015,1,27,06:49,6.72,Chip Transaction,No Error,No
28116,4563,14033,2017,12,12,15:11,2.99,Swipe Transaction,No Error,No
28117,221,1082,2003,7,11,13:19,27.18,Swipe Transaction,No Error,No
28118,2577,14034,2009,12,28,10:33,55.1,Swipe Transaction,No Error,No
28119,2395,814,2006,1,3,08:23,286.6,Swipe Transaction,Bad PIN,Yes
28120,2319,12545,2010,7,22,10:09,1.01,Swipe Transaction,No Error,No
28121,1795,2627,2016,5,22,11:54,6.58,Online Transaction,No Error,Yes
28122,3705,5247,2007,11,24,09:24,1.69,Swipe Transaction,No Error,No
28123,1475,5104,2012,5,2,13:31,111.4,Swipe Transaction,No Error,No
28124,293,10362,2019,4,24,09:52,1.54,Swipe Transaction,No Error,No
28125,240,8460,2018,9,19,06:05,89.35,Chip Transaction,No Error,No
28126,319,884,2017,7,12,09:58,0.48,Chip Transaction,No Error,No
28127,2329,14035,2012,11,2,09:38,33.12,Swipe Transaction,No Error,No
28128,5801,14036,2015,8,22,17:53,44.13,Swipe Transaction,No Error,No
28129,5090,2454,2014,2,27,15:57,140.0,Swipe Transaction,No Error,No
28130,5806,14037,2013,8,21,11:59,57.46,Swipe Transaction,No Error,No
28131,1253,14038,2015,11,7,15:25,27.99,Swipe Transaction,No Error,No
28132,4303,8753,2011,4,28,20:40,112.59,Swipe Transaction,No Error,No
28133,191,14039,2015,1,17,10:52,3.22,Chip Transaction,No Error,No
28134,4095,12200,2004,11,26,14:43,42.76,Swipe Transaction,No Error,No
28135,4596,7700,2018,4,13,00:56,28.24,Chip Transaction,No Error,No
28136,2432,11015,2015,11,2,14:08,51.83,Swipe Transaction,No Error,No
28137,6090,12715,2012,3,28,07:38,3.82,Swipe Transaction,No Error,No
28138,999,320,2012,5,1,09:41,-68.0,Swipe Transaction,No Error,No
28139,1109,14040,2015,11,10,06:24,7.95,Chip Transaction,No Error,No
28140,3817,1668,2010,11,30,16:08,6.11,Swipe Transaction,No Error,No
28141,3131,14041,2016,12,29,10:09,92.18,Chip Transaction,No Error,No
28142,5060,767,2014,6,6,17:33,141.25,Swipe Transaction,No Error,No
28143,4286,14042,2014,12,1,01:39,55.56,Swipe Transaction,No Error,No
28144,5639,8194,2019,9,26,09:56,90.0,Chip Transaction,No Error,No
28145,4505,14043,2015,11,11,15:20,38.28,Swipe Transaction,No Error,No
28146,2234,354,2015,10,14,13:29,27.17,Online Transaction,No Error,Yes
28147,4928,14044,2018,10,19,07:24,6.89,Chip Transaction,No Error,No
28148,4292,14045,2019,10,15,16:59,-97.0,Chip Transaction,No Error,No
28149,5322,3468,2008,2,11,17:09,9.37,Online Transaction,No Error,Yes
28150,962,2839,2003,9,12,18:31,164.26,Swipe Transaction,No Error,No
28151,2761,118,2015,12,14,16:30,59.14,Online Transaction,No Error,Yes
28152,166,456,2010,8,31,16:49,-88.0,Swipe Transaction,No Error,No
28153,5478,14046,2019,2,13,20:39,-88.0,Swipe Transaction,Insufficient Balance,No
28154,5380,2070,2004,10,29,03:43,45.84,Swipe Transaction,No Error,Yes
28155,2193,7491,2005,2,26,11:55,13.82,Swipe Transaction,No Error,No
28156,769,6473,2017,11,10,10:52,11.15,Chip Transaction,No Error,No
28157,4556,2214,2019,3,21,14:51,111.32,Chip Transaction,No Error,Yes
28158,3352,14047,2017,8,29,05:22,77.99,Chip Transaction,No Error,No
28159,5526,9616,2009,12,17,09:39,11.78,Swipe Transaction,No Error,No
28160,771,14048,2015,11,26,14:07,37.02,Chip Transaction,No Error,No
28161,5956,5755,2017,11,15,07:57,1.38,Chip Transaction,No Error,No
28162,3179,4628,2007,5,18,15:26,1.86,Swipe Transaction,No Error,No
28163,4106,14049,2019,4,21,21:55,94.93,Chip Transaction,No Error,No
28164,945,551,2009,12,12,04:41,21.24,Online Transaction,No Error,No
28165,5465,3614,2010,12,6,08:01,18.08,Swipe Transaction,No Error,No
28166,3952,14050,2017,9,25,16:44,58.1,Chip Transaction,No Error,No
28167,2702,14051,2008,11,4,09:24,12.71,Swipe Transaction,No Error,No
28168,3493,14052,2017,3,22,04:54,12.03,Chip Transaction,No Error,No
28169,2003,14053,2012,3,2,01:03,1.65,Swipe Transaction,No Error,No
28170,617,14054,2010,11,19,07:36,1.76,Swipe Transaction,No Error,No
28171,578,6689,2011,2,13,15:20,67.44,Swipe Transaction,No Error,No
28172,1365,14055,2010,5,28,08:05,109.37,Swipe Transaction,No Error,No
28173,3772,8508,2005,7,12,08:30,60.0,Swipe Transaction,No Error,No
28174,4462,7468,2006,6,12,11:18,80.0,Swipe Transaction,No Error,No
28175,1094,12107,2014,2,9,09:30,6.03,Swipe Transaction,No Error,No
28176,4262,1637,2009,2,3,07:20,2.32,Swipe Transaction,No Error,No
28177,372,5200,2014,9,19,07:15,35.31,Swipe Transaction,No Error,No
28178,3238,14056,2016,9,11,17:20,28.44,Swipe Transaction,No Error,No
28179,2327,1066,2004,2,6,18:34,297.53,Online Transaction,No Error,No
28180,889,1734,2010,2,11,04:49,54.61,Online Transaction,No Error,Yes
28181,128,245,2009,5,24,03:06,83.22,Online Transaction,No Error,Yes
28182,1457,43,2011,9,18,06:47,100.0,Swipe Transaction,No Error,No
28183,1307,15,2016,6,24,05:53,43.47,Online Transaction,No Error,No
28184,5606,14057,2009,3,11,09:47,4.24,Swipe Transaction,No Error,No
28185,3654,7629,2019,4,6,10:46,0.05,Chip Transaction,No Error,Yes
28186,4776,1333,2015,12,24,13:31,9.53,Chip Transaction,No Error,No
28187,3119,5211,2007,9,2,07:11,6.28,Swipe Transaction,No Error,No
28188,2755,15,2011,1,11,18:10,31.83,Online Transaction,No Error,No
28189,1728,9,2015,6,27,14:02,22.05,Online Transaction,No Error,No
28190,219,4229,2014,12,19,15:09,1.34,Swipe Transaction,No Error,No
28191,6024,668,2015,12,27,10:43,40.24,Online Transaction,No Error,Yes
28192,6077,12908,2016,3,21,17:54,31.91,Swipe Transaction,No Error,No
28193,4146,14058,2016,10,26,07:38,11.5,Chip Transaction,No Error,No
28194,3311,15,2011,7,27,11:39,10.11,Online Transaction,No Error,No
28195,2068,5622,2015,4,30,06:36,77.0,Chip Transaction,No Error,No
28196,549,2485,2010,4,2,11:36,99.97,Online Transaction,No Error,Yes
28197,996,1461,2014,8,14,16:29,144.59,Swipe Transaction,No Error,No
28198,3931,14059,2019,2,3,13:51,1.6,Chip Transaction,No Error,No
28199,1385,14060,2016,4,9,11:42,16.1,Swipe Transaction,No Error,No
28200,4256,2747,2017,4,2,17:06,52.03,Swipe Transaction,No Error,No
28201,3090,14061,2019,6,26,11:11,230.43,Chip Transaction,No Error,No
28202,1746,2492,2019,5,20,14:47,56.0,Chip Transaction,No Error,No
28203,1776,13692,2020,2,17,20:39,52.6,Chip Transaction,No Error,No
28204,4757,551,2008,7,13,13:30,32.57,Online Transaction,No Error,No
28205,2531,1748,2015,4,11,10:34,16.64,Chip Transaction,No Error,No
28206,5415,2965,2000,7,17,16:54,1.57,Swipe Transaction,No Error,No
28207,5472,1851,2007,4,4,10:14,9.35,Swipe Transaction,No Error,No
28208,4480,73,2016,2,20,19:54,45.87,Online Transaction,No Error,No
28209,3077,9660,2009,8,4,19:31,53.87,Swipe Transaction,No Error,No
28210,3880,1283,2010,12,21,16:24,59.11,Online Transaction,No Error,No
28211,736,1315,2003,12,22,17:44,-89.0,Swipe Transaction,No Error,No
28212,2794,14062,2016,5,4,08:17,0.74,Chip Transaction,No Error,No
28213,851,7620,2007,9,14,21:07,62.84,Swipe Transaction,No Error,No
28214,1260,14063,2011,5,3,12:19,12.46,Swipe Transaction,No Error,No
28215,5107,14064,2017,10,23,03:05,55.89,Chip Transaction,No Error,No
28216,2717,2727,2018,6,8,11:44,21.11,Swipe Transaction,No Error,No
28217,4639,14065,2011,10,14,10:57,12.08,Swipe Transaction,No Error,No
28218,1566,1367,2014,12,5,11:53,69.0,Swipe Transaction,No Error,No
28219,5161,15,2003,3,16,07:06,42.05,Online Transaction,No Error,No
28220,674,83,2018,3,2,03:17,19.64,Online Transaction,No Error,No
28221,3151,14066,2014,3,26,15:16,68.16,Swipe Transaction,No Error,No
28222,3734,13732,2018,9,2,07:42,2.38,Chip Transaction,No Error,No
28223,4777,14067,2012,8,16,22:01,47.85,Swipe Transaction,No Error,No
28224,2739,14068,2011,3,23,08:38,19.31,Swipe Transaction,No Error,No
28225,6097,8335,2017,2,11,08:16,6.93,Chip Transaction,No Error,No
28226,1875,1735,2004,3,20,22:59,59.84,Swipe Transaction,No Error,No
28227,1989,14069,2013,10,2,14:38,87.06,Swipe Transaction,No Error,No
28228,2747,14070,2015,4,11,06:31,6.09,Swipe Transaction,No Error,No
28229,2019,3892,2013,2,26,07:50,57.67,Swipe Transaction,No Error,No
28230,5039,1853,2006,1,30,14:26,183.78,Online Transaction,No Error,No
28231,6108,14071,2019,9,2,10:33,2.62,Chip Transaction,No Error,No
28232,3037,770,2010,5,13,22:24,169.96,Online Transaction,No Error,No
28233,1505,1116,2013,9,6,05:04,141.32,Swipe Transaction,No Error,Yes
28234,4620,14072,2016,6,24,14:04,109.54,Chip Transaction,No Error,No
28235,3924,2585,2018,9,12,16:08,8.27,Chip Transaction,No Error,Yes
28236,5743,1842,2012,5,31,06:05,20.68,Swipe Transaction,No Error,No
28237,5493,152,2013,2,9,10:04,3.96,Swipe Transaction,No Error,No
28238,5198,2425,2010,11,13,12:35,-59.0,Swipe Transaction,No Error,No
28239,5945,14073,2018,6,3,07:06,58.55,Chip Transaction,No Error,No
28240,3663,14074,2019,2,27,20:02,13.73,Chip Transaction,No Error,No
28241,4100,1327,2016,9,24,07:33,60.52,Chip Transaction,No Error,No
28242,2712,14075,1995,12,24,11:12,16.21,Swipe Transaction,No Error,No
28243,4256,14076,2010,9,3,15:11,7.46,Swipe Transaction,No Error,No
28244,1342,14077,2005,7,26,11:41,12.83,Swipe Transaction,No Error,No
28245,3104,14078,2015,11,18,15:18,173.68,Chip Transaction,No Error,No
28246,2435,1286,2018,6,9,23:33,49.24,Swipe Transaction,No Error,No
28247,1871,3457,2009,5,15,22:20,76.63,Swipe Transaction,No Error,No
28248,4759,15,2014,8,22,14:33,48.1,Online Transaction,No Error,No
28249,122,3765,2019,2,26,14:35,75.21,Chip Transaction,No Error,No
28250,1269,14079,2017,11,16,11:49,443.28,Chip Transaction,No Error,No
28251,256,14080,2000,9,24,20:33,-114.0,Swipe Transaction,No Error,No
28252,3261,14081,2008,2,16,14:07,40.7,Swipe Transaction,No Error,No
28253,2502,2794,2015,8,4,14:49,42.83,Chip Transaction,No Error,No
28254,3004,1159,2016,6,12,16:43,58.8,Online Transaction,No Error,Yes
28255,120,5518,2013,12,28,13:40,100.0,Swipe Transaction,No Error,No
28256,4860,2852,2010,3,28,06:48,11.95,Swipe Transaction,No Error,No
28257,1588,14082,2014,9,5,22:27,47.0,Swipe Transaction,No Error,No
28258,3579,8077,2005,1,17,14:23,25.56,Swipe Transaction,No Error,No
28259,421,14083,2019,6,17,15:59,55.87,Chip Transaction,No Error,No
28260,142,14084,2003,8,14,13:15,19.01,Swipe Transaction,No Error,No
28261,938,4117,2014,7,22,08:03,90.0,Swipe Transaction,No Error,No
28262,3983,5049,2012,10,20,14:57,5.23,Swipe Transaction,No Error,No
28263,5374,551,2020,1,17,09:04,65.57,Online Transaction,No Error,No
28264,122,14085,2012,3,18,15:18,56.25,Swipe Transaction,No Error,No
28265,1211,11400,2014,6,29,06:04,2.42,Swipe Transaction,No Error,No
28266,1969,14086,2011,6,6,07:16,4.68,Swipe Transaction,No Error,No
28267,62,9269,2013,4,20,10:04,84.08,Swipe Transaction,No Error,No
28268,882,1260,2016,5,1,11:24,80.5,Online Transaction,No Error,Yes
28269,1932,964,2016,8,30,07:02,200.0,Chip Transaction,No Error,No
28270,3834,2957,2011,10,12,10:46,2.54,Swipe Transaction,Technical Glitch,No
28271,3001,3837,2000,6,24,15:00,8.61,Swipe Transaction,No Error,No
28272,4484,6813,2016,7,11,23:25,29.39,Chip Transaction,No Error,No
28273,2362,9587,2015,9,3,12:05,80.07,Chip Transaction,No Error,No
28274,901,1981,2020,2,18,21:07,131.29,Online Transaction,No Error,No
28275,1252,3178,2010,12,20,07:09,127.63,Swipe Transaction,No Error,Yes
28276,2784,4588,2006,10,24,10:18,39.34,Swipe Transaction,No Error,No
28277,3692,406,2019,9,6,19:13,152.61,Chip Transaction,No Error,Yes
28278,20,2331,2006,9,25,15:05,92.08,Swipe Transaction,No Error,No
28279,2055,14087,2014,10,29,15:55,116.12,Swipe Transaction,No Error,No
28280,4035,8342,2016,5,23,19:14,-69.0,Swipe Transaction,No Error,No
28281,2567,13283,2012,7,3,13:10,59.41,Swipe Transaction,No Error,No
28282,1528,14088,2011,9,30,13:40,136.13,Swipe Transaction,No Error,No
28283,1455,14089,2012,3,26,13:57,40.16,Swipe Transaction,No Error,No
28284,5334,1860,2016,11,27,05:57,-234.0,Online Transaction,No Error,Yes
28285,3875,14090,2009,5,28,22:50,5.93,Swipe Transaction,No Error,No
28286,2425,1215,2014,2,21,08:28,-61.0,Swipe Transaction,No Error,No
28287,1454,3180,2008,11,14,11:11,104.21,Swipe Transaction,No Error,No
28288,356,14091,2012,4,23,19:30,36.94,Swipe Transaction,No Error,No
28289,5962,6062,2007,5,26,13:35,114.89,Online Transaction,No Error,Yes
28290,5388,14092,2016,8,25,14:28,60.0,Chip Transaction,No Error,No
28291,5880,3103,2019,11,27,12:34,47.84,Chip Transaction,No Error,No
28292,1935,14093,2015,5,22,11:19,5.05,Chip Transaction,No Error,No
28293,4359,14094,2007,7,1,17:35,63.64,Swipe Transaction,No Error,Yes
28294,5061,14095,2012,5,29,16:16,13.41,Swipe Transaction,No Error,No
28295,2219,14096,2015,5,23,09:25,6.42,Chip Transaction,No Error,No
28296,434,48,2008,3,3,15:07,292.95,Online Transaction,No Error,No
28297,5956,12422,2015,10,2,12:00,236.7,Online Transaction,No Error,Yes
28298,4494,14097,2016,12,9,03:54,51.21,Chip Transaction,No Error,No
28299,4462,7468,2010,11,10,11:03,80.0,Swipe Transaction,No Error,No
28300,585,14098,2015,7,8,19:24,1.7,Chip Transaction,No Error,No
28301,6046,353,2014,2,25,05:46,172.55,Online Transaction,No Error,No
28302,1424,5115,2013,6,13,15:38,41.28,Swipe Transaction,No Error,No
28303,1913,14099,2018,6,18,12:34,19.59,Swipe Transaction,No Error,No
28304,4321,14100,2018,10,21,07:56,68.14,Swipe Transaction,No Error,No
28305,3785,14101,2012,4,24,11:06,49.76,Swipe Transaction,No Error,Yes
28306,3311,13929,2001,6,2,09:28,38.1,Swipe Transaction,No Error,Yes
28307,187,7140,2011,6,11,16:18,47.54,Swipe Transaction,No Error,No
28308,2520,919,2008,3,3,15:11,363.11,Online Transaction,No Error,Yes
28309,5433,14102,2011,11,4,09:30,38.68,Swipe Transaction,No Error,No
28310,657,551,2015,12,22,15:38,65.31,Online Transaction,No Error,No
28311,3700,14103,2014,9,26,16:06,-63.0,Swipe Transaction,No Error,No
28312,6041,534,2010,7,30,03:57,216.09,Online Transaction,No Error,Yes
28313,1002,14104,2016,4,21,19:49,91.18,Chip Transaction,No Error,No
28314,2712,1157,2003,3,13,00:12,69.77,Online Transaction,Bad CVV,Yes
28315,3999,219,2009,4,25,07:20,4.16,Swipe Transaction,No Error,No
28316,1738,14105,2015,4,19,07:07,42.65,Chip Transaction,No Error,No
28317,2569,5429,2019,3,15,16:09,6.8,Swipe Transaction,No Error,No
28318,6009,14106,2016,5,23,06:40,89.11,Chip Transaction,No Error,No
28319,5942,3567,2006,2,8,08:37,66.08,Swipe Transaction,Bad PIN,Yes
28320,1612,9,2009,3,2,14:55,17.1,Online Transaction,No Error,No
28321,4824,2417,2006,7,5,20:20,9.93,Swipe Transaction,No Error,No
28322,3014,406,2018,9,19,13:01,54.74,Chip Transaction,No Error,Yes
28323,3766,14107,2009,4,22,12:31,163.3,Swipe Transaction,No Error,No
28324,975,4696,2016,3,22,22:25,48.27,Chip Transaction,No Error,No
